No.,施設所在地,施設方書,施設屋号,営業者名,営業所電話番号,許可番号,業種,初回許可日,許可開始日,許可満了日
49,東京都世田谷区若林三丁目１７番４号,-,ＫＡＮＮＯＮ　ＣＯＦＦＥＥ　ｓｈｏｉｎｊｉｎｊａ,株式会社ＫＡＮＮＯＮ,03-6805-2083,6世保生食ほ第1713号,飲食店営業,令和7年3月1日,令和7年3月1日,令和13年2月28日
50,東京都世田谷区若林三丁目１７番５号,-,中華立波,***,-,7世保生食ほ第398号,飲食店営業,令和7年7月1日,令和7年7月1日,令和13年6月30日
51,東京都世田谷区若林三丁目１７番７号,-,ＣＡＦＥＤＩＣＴ,***,-,2世保生食ほ第2208号,飲食店営業,令和3年2月2日,令和3年2月2日,令和9年2月28日
52,東京都世田谷区若林三丁目１７番９号,大丸ビル１Ｆ２号,虎昌,***,-,7世保生食ほ第1414号,飲食店営業,令和7年12月23日,令和7年12月23日,令和13年12月31日
53,東京都世田谷区若林三丁目１７番１０号,-,ＭＥＲＣＩ　ＢＡＫＥ,***,6453-2389,2世保生食ほ第711号,飲食店営業,平成26年7月18日,令和2年8月1日,令和8年7月31日
54,東京都世田谷区若林三丁目１７番１０号,-,ＭＥＲＣＩ　ＢＡＫＥ,***,6453-2389,2世保生食ほ第712号,菓子製造業,平成26年7月18日,令和2年8月1日,令和8年7月31日
55,東京都世田谷区若林三丁目１７番１０号,-,ＤＥ　ＣＡＲＮＥＲＯ　ＣＡＳＴＥ,株式会社ＣＡＲＮＥＲＯ　ＦＡＲＭ,6450-9290,2世保生食ほ第2491号,飲食店営業,令和3年3月17日,令和3年3月17日,令和9年3月31日
56,東京都世田谷区若林三丁目１７番１０号,-,ＤＥ　ＣＡＲＮＥＲＯ　ＣＡＳＴＥ,株式会社ＣＡＲＮＥＲＯ　ＦＡＲＭ,6450-9290,2世保生食ほ第2492号,菓子製造業,令和3年3月17日,令和3年3月17日,令和9年3月31日
57,東京都世田谷区若林三丁目１７番１２号,芳和店舗一階Ｂ,ＴＥＡ　ＳＷＥＥＴＳ　ＦＡＣＴＯＲＹ,***,-,6世保生食ほ第1277号,飲食店営業,令和7年1月1日,令和7年1月1日,令和12年12月31日
58,東京都世田谷区若林三丁目１７番１２号,芳和店舗一階Ｂ,ＴＥＡ　ＳＷＥＥＴＳ　ＦＡＣＴＯＲＹ,***,-,6世保生食ほ第1278号,菓子製造業,令和7年1月1日,令和7年1月1日,令和12年12月31日
59,東京都世田谷区若林三丁目１８番５号,-,れんげ食堂　Ｔｏｓｈｕ松陰神社前店,オリジン東秀株式会社,03-6805-5410,6世保生食ほ第1113号,飲食店営業,令和6年12月1日,令和6年12月1日,令和13年11月30日
60,東京都世田谷区若林三丁目１９番４号,-,炭火焼ダイニング吉良,***,03-3413-6556,2世保生食ほ第1966号,飲食店営業,令和3年1月6日,令和3年1月6日,令和9年1月31日
61,東京都世田谷区若林三丁目１９番４号,-,株式会社ニコラス精養堂,株式会社ニコラス精養堂,03-3410-7276,5世保生食ほ第521号,飲食店営業,令和5年7月10日,令和5年7月10日,令和12年7月31日
62,東京都世田谷区若林三丁目１９番４号,-,株式会社ニコラス精養堂,株式会社ニコラス精養堂,03-3410-7276,5世保生食ほ第522号,菓子製造業,令和5年7月10日,令和5年7月10日,令和12年7月31日
63,東京都世田谷区若林三丁目１９番６号,-,バッカス,***,3422-2004,31世保生食ほ第2864号,飲食店営業,昭和35年6月28日,令和2年7月1日,令和8年6月30日
64,東京都世田谷区若林三丁目１９番６号,-,居酒屋　蔵八,株式会社ビィースマイル,03-3413-9158,3世保生食ほ第637号,飲食店営業,令和3年6月25日,令和3年6月25日,令和9年6月30日
65,東京都世田谷区若林三丁目１９番７号,-,松なみラーメン店,株式会社松濤,03-5787-8789,2世保生食ほ第2445号,飲食店営業,平成21年3月2日,令和3年4月1日,令和9年3月31日
66,東京都世田谷区若林三丁目２３番９号,-,（有）萬安,有限会社萬安,3410-8251,31世保生食ほ第850号,飲食店営業,平成10年9月1日,令和元年9月1日,令和8年8月31日
67,東京都世田谷区若林三丁目３３番１６号,第一愛和ビル１０２,ナイーフ,***,03-6320-9870,3世保生食ほ第1084号,菓子製造業,令和3年10月1日,令和3年10月1日,令和9年9月30日
68,東京都世田谷区若林三丁目３４番１０号,ＴＡＳＩＮＯ１０１号室,天神,***,-,7世保生食ほ第101号,飲食店営業,令和7年4月18日,令和7年4月18日,令和13年4月30日
69,東京都世田谷区若林三丁目３６番８号,藤崎ビル２Ｆ,ハイドラント,株式会社ジップザフューチャーズ,-,4世保生食ほ第1729号,飲食店営業,令和5年3月6日,令和5年3月6日,令和11年3月31日
70,東京都世田谷区若林三丁目３６番８号,-,ＫＡＧＵＹＡ,株式会社さいとう,03-5787-8728,5世保生食ほ第1155号,飲食店営業,令和5年11月1日,令和5年11月1日,令和11年10月31日
71,東京都世田谷区若林四丁目１番３号,-,焼肉　元三,株式会社Ｔｏｕｃｈｗｏｏｄ,03-3421-0734,4世保生食ほ第217号,飲食店営業,令和4年6月29日,令和4年6月29日,令和10年6月30日
72,東京都世田谷区若林四丁目１番３号,-,焼肉　元三,株式会社Ｔｏｕｃｈｗｏｏｄ,03-3421-0734,4世保生食ほ第218号,食肉販売業,令和4年6月29日,令和4年6月29日,令和10年6月30日
73,東京都世田谷区若林四丁目１番５号,-,トップ　若林店,株式会社トップ,03-3412-5121,31世保生食ほ第545号,飲食店営業,平成17年6月22日,令和元年7月1日,令和8年6月30日
74,東京都世田谷区若林四丁目１番５号,-,トップ　若林店,株式会社トップ,03-3412-5121,4世保生食ほ第1369号,菓子製造業,令和4年12月1日,令和4年12月1日,令和11年11月30日
75,東京都世田谷区若林四丁目１番５号,-,トップ若林店,株式会社トップ,03-3412-5121,5世保生食ほ第1199号,食肉販売業,令和5年11月1日,令和5年11月1日,令和12年10月31日
76,東京都世田谷区若林四丁目１番１０号,-,ザ‐青皿,株式会社ギンザラ,-,7世保生食ほ第1764号,飲食店営業,令和8年3月9日,令和8年3月9日,令和14年3月31日
77,東京都世田谷区若林四丁目２番４号,日新第二ビル　１階（Ｎｏ．３区画）,しまんちゅパーラーポータマン,株式会社ｗａｒａｂａｒ,03-4400-5234,4世保生食ほ第235号,飲食店営業,令和4年5月19日,令和4年5月19日,令和11年5月31日
78,東京都世田谷区若林四丁目２番４号,日新第二ビル　１階（Ｎｏ．３区画）,しまんちゅパーラーポータマン,株式会社ｗａｒａｂａｒ,03-4400-5234,6世保生食ほ第448号,そうざい製造業,令和6年7月8日,令和6年7月8日,令和13年7月31日
79,東京都世田谷区若林四丁目３番９号,１０１,９　ｓｅｎｓｅｓ,***,-,5世保生食ほ第607号,飲食店営業,令和5年8月10日,令和5年8月10日,令和11年8月31日
80,東京都世田谷区若林四丁目３番１２号,１Ｆ,ＢＡＲＥ　ＰＩＺＺＡ　ＰＯＣＯ　若林店,ポコフードサービス株式会社,5787-5075,7世保生食ほ第1699号,飲食店営業,令和8年4月1日,令和8年4月1日,令和14年3月31日
81,東京都世田谷区若林四丁目３番１２号,ＳＴＡＴＩＯＮ　ＷＩＮ,九百屋　旬世,合同会社ＫＡＫＵＭＥＩ,-,2世保生食ほ第702号,飲食店営業,令和2年8月4日,令和2年8月4日,令和8年8月31日
82,東京都世田谷区若林四丁目５番６号,重田荘１Ｆ,もつ焼き炉来,***,-,4世保生食ほ第1927号,飲食店営業,令和5年4月13日,令和5年4月13日,令和11年4月30日
83,東京都世田谷区若林四丁目６番１号,-,ピーターセン,***,5787-6872,31世保生食ほ第2084号,飲食店営業,平成25年1月28日,令和2年2月1日,令和9年1月31日
84,東京都世田谷区若林四丁目６番１号,-,ピーターセン,***,5787-6872,31世保生食ほ第2085号,菓子製造業,平成25年1月28日,令和2年2月1日,令和9年1月31日
85,東京都世田谷区若林四丁目８番３号,ハイム勢ん１０１,ＡＬＬ　ＤＡＹ,株式会社　ＡＬＬ　ＤＡＹ,-,5世保生食ほ第446号,飲食店営業,令和5年6月30日,令和5年6月30日,令和11年6月30日
86,東京都世田谷区若林四丁目８番３号,ハイム勢ん１０１,ＡＬＬ　ＤＡＹ,株式会社　ＡＬＬ　ＤＡＹ,-,5世保生食ほ第447号,菓子製造業,令和5年6月30日,令和5年6月30日,令和11年6月30日
87,東京都世田谷区若林四丁目８番３号,ハイム勢ん１０１,ＡＬＬ　ＤＡＹ,株式会社　ＡＬＬ　ＤＡＹ,-,5世保生食ほ第448号,そうざい製造業,令和5年6月30日,令和5年6月30日,令和11年6月30日
88,東京都世田谷区若林四丁目１７番１１号,-,肉の染谷,株式会社染谷食肉フーズ,03-3419-2941,6世保生食ほ第1693号,飲食店営業,令和7年4月1日,令和7年4月1日,令和14年3月31日
89,東京都世田谷区若林四丁目１７番１１号,-,肉の染谷,株式会社染谷食肉フーズ,03-3419-2941,6世保生食ほ第1694号,食肉販売業,令和7年4月1日,令和7年4月1日,令和14年3月31日
90,東京都世田谷区若林四丁目２０番７号,タイガープラザ地下１階,ＴＩＫＡ,株式会社ＳＡＫＩＹＡ,-,31世保生食ほ第483号,飲食店営業,令和元年6月11日,令和元年6月11日,令和8年6月30日
91,東京都世田谷区若林四丁目２０番７号,-,ＰＯＴＰＵＲＲＩ,株式会社ＰＯＴＰＵＲＲＩ,-,5世保生食ほ第1660号,飲食店営業,令和6年2月20日,令和6年2月20日,令和13年2月28日
92,東京都世田谷区若林四丁目２０番９号,岡村ビル１Ｆ,珈琲家　あのころ,一紀珈琲株式会社,03-6804-0967,4世保生食ほ第1799号,飲食店営業,令和5年4月1日,令和5年4月1日,令和11年3月31日
93,東京都世田谷区若林四丁目２０番１０号,-,シチューのお店　ヒポポタマス,株式会社ヒポポタマス,03-3419-1233,3世保生食ほ第1784号,飲食店営業,令和4年2月1日,令和4年2月1日,令和11年1月31日
94,東京都世田谷区若林四丁目２０番１１号,ｋ－ｓｔｙｌｅ１階,オルガ,***,-,6世保生食ほ第371号,飲食店営業,令和6年7月1日,令和6年7月1日,令和13年6月30日
95,東京都世田谷区若林四丁目２０番１２号,石山アパート１階,割烹　尚禅,***,03-6822-7906,6世保生食ほ第938号,飲食店営業,令和6年10月4日,令和6年10月4日,令和13年10月31日
96,東京都世田谷区若林四丁目２１番３号,松蔭神社駅前レジデンス１０２,Ｇｒａｎｄ　Ａｒｂｒｅ,株式会社プティデビュージャパン,03-3411-3821,2世保生食ほ第1689号,飲食店営業,平成26年12月15日,令和3年1月1日,令和8年12月31日
97,東京都世田谷区若林四丁目２１番４号,宮田屋ビル２Ｆ,Ｂｉｓｔｒｏ　Ｔｒｏｉｓ－ｑｕａｒｔｓ,合同会社ＭＳＫ,03-5787-6362,2世保生食ほ第224号,飲食店営業,令和2年4月30日,令和2年4月30日,令和9年4月30日
98,東京都世田谷区若林四丁目２２番３号,Ｉｒｅｎｅ　１階,お酒とごはん　にじみ,***,-,4世保生食ほ第453号,飲食店営業,令和4年6月23日,令和4年6月23日,令和10年6月30日
99,東京都世田谷区若林四丁目２２番１８号,パトリア松蔭　Ａ号室,ｉｒｉ　ｃｏｆｆｅｅ　ｒｏａｓｔｅｒｙ,株式会社よはく,-,5世保生食ほ第698号,飲食店営業,令和5年10月13日,令和5年10月13日,令和11年10月31日
100,東京都世田谷区若林四丁目２２番１８号,パトリア松陰,ｐｒｏｇｒｅｓｓ＿ｂａｒ,***,-,5世保生食ほ第1431号,飲食店営業,令和5年12月13日,令和5年12月13日,令和11年12月31日
101,東京都世田谷区若林四丁目２２番１８号,パトリア松蔭１－Ｂ,Ｆｏｒｎｏ　Ｐｒｅｇｉｏ,株式会社ｉｌ　Ｐｒｅｇｉｏ,-,6世保生食ほ第700号,菓子製造業,令和6年8月23日,令和6年8月23日,令和13年8月31日
102,東京都世田谷区若林四丁目２２番１８号,パトリア松蔭１Ｃ,ａｏｙａ,株式会社ｂｌｕｅ　ｖａｌｌｅｙ,03-6450-7433,6世保生食ほ第1014号,飲食店営業,令和6年10月11日,令和6年10月11日,令和13年10月31日
103,東京都世田谷区若林四丁目２２番１８号,パトリア松蔭１Ｃ,ａｏｙａ,株式会社ｂｌｕｅ　ｖａｌｌｅｙ,03-6450-7433,6世保生食ほ第1015号,そうざい製造業,令和6年10月11日,令和6年10月11日,令和13年10月31日
104,東京都世田谷区若林四丁目２２番２１号,-,平野屋,***,3412-4313,2世保生食ほ第31号,飲食店営業,昭和54年7月16日,令和2年8月1日,令和8年7月31日
105,東京都世田谷区若林四丁目２２番２１号,-,ファミリー喫茶ＡＮあん,***,03-3419-7404,3世保生食ほ第108号,飲食店営業,昭和54年5月12日,令和3年6月1日,令和9年5月31日
106,東京都世田谷区若林四丁目２４番１５号,-,うなぎ割烹　一二三,有限会社うなぎ割烹一二三,03-3421-2702,7世保生食ほ第862号,飲食店営業,令和7年11月1日,令和7年11月1日,令和14年10月31日
107,東京都世田谷区若林四丁目２４番１９号,金木犀スクエア１Ｆ,Ｇｉｇｉｏ,***,03-6804-0535,5世保生食ほ第1867号,飲食店営業,令和6年6月28日,令和6年6月28日,令和13年6月30日
108,東京都世田谷区若林四丁目２４番１９号,金木犀スクエアＢ区画,創作和食　陽華,***,-,6世保生食ほ第1076号,飲食店営業,令和6年12月2日,令和6年12月2日,令和12年12月31日
109,東京都世田谷区若林四丁目２５番１号,-,ファミリーマート松陰神社駅前店,株式会社アイシーズン,03-5431-3061,31世保生食ほ第942号,飲食店営業,令和元年8月28日,令和元年8月28日,令和8年8月31日
110,東京都世田谷区若林四丁目２５番１号,-,ファミリーマート松陰神社駅前店,株式会社アイシーズン,03-5431-3061,31世保生食ほ第943号,菓子製造業,令和元年8月28日,令和元年8月28日,令和8年8月31日
111,東京都世田谷区若林四丁目２６番８号,-,Ｄｏｍｉｎｉｃ,***,-,7世保生食ほ第294号,飲食店営業,令和7年8月29日,令和7年8月29日,令和13年8月31日
112,東京都世田谷区若林四丁目２７番２号,パシフィック松陰神社前１０２号,味くら　三木,***,-,6世保生食ほ第519号,飲食店営業,令和6年8月1日,令和6年8月1日,令和13年7月31日
113,東京都世田谷区若林四丁目２７番１１号,-,鈴木心写真館　松陰神社前,株式会社ｏｎｅ,-,6世保生食ほ第1392号,飲食店営業,令和6年12月20日,令和6年12月20日,令和12年12月31日
114,東京都世田谷区若林四丁目２７番１３号,ＳＡＮＲＩ　１階,ゆきおとワイン,***,03-6805-3287,5世保生食ほ第735号,飲食店営業,令和5年8月30日,令和5年8月30日,令和11年8月31日
115,東京都世田谷区若林四丁目３０番９号,グリーンハウス１Ｆ,ゴーダ　カフェ,ゴーダカフェ株式会社,03-6413-8019,6世保生食ほ第862号,飲食店営業,令和6年10月1日,令和6年10月1日,令和13年9月30日
116,東京都世田谷区若林四丁目３０番１０号,-,Ａｓｈｉａｔｏ,***,-,7世保生食ほ第857号,菓子製造業,令和7年11月1日,令和7年11月1日,令和13年10月31日
117,東京都世田谷区若林四丁目３１番６号,-,ほっともっと世田谷区役所前店,合同会社ＪＯストアショップ,03-5430-1961,6世保生食ほ第1295号,飲食店営業,令和7年1月1日,令和7年1月1日,令和13年12月31日
118,東京都世田谷区若林四丁目３１番８号,ルースパティオ１Ｆ,セブンイレブン世田谷区役所前店,有限会社プレイズ,03-5430-0262,3世保生食ほ第2229号,飲食店営業,令和4年4月1日,令和4年4月1日,令和11年3月31日
119,東京都世田谷区若林四丁目３１番９号,ポライト第二ビルＢ１Ｆ,世田谷食堂バンビーニ,***,03-6450-7774,2世保生食ほ第2800号,飲食店営業,令和3年3月30日,令和3年3月30日,令和10年3月31日
120,東京都世田谷区若林四丁目３１番９号,ポライト第二ビルＢ１Ｆ,世田谷食堂バンビーニ,***,03-6450-7774,2世保生食ほ第2801号,食肉販売業,令和3年3月30日,令和3年3月30日,令和10年3月31日
121,東京都世田谷区若林四丁目３１番１３号,２階,すずのや,***,03-3419-3839,3世保生食ほ第1215号,飲食店営業,令和3年10月1日,令和3年10月1日,令和9年9月30日
122,東京都世田谷区若林四丁目３１番１３号,-,錦盛　丼丸　世田谷区役所前店,***,03-5432-9008,4世保生食ほ第1802号,飲食店営業,令和5年4月1日,令和5年4月1日,令和11年3月31日
123,東京都世田谷区若林四丁目３１番１５号,-,ル　ブラン,***,5433-9535,3世保生食ほ第40号,飲食店営業,平成12年4月26日,令和3年5月1日,令和10年4月30日
124,東京都世田谷区若林四丁目３１番１５号,-,ル　ブラン,***,5433-9535,3世保生食ほ第41号,菓子製造業,平成12年4月26日,令和3年5月1日,令和10年4月30日
125,東京都世田谷区若林四丁目３２番５号,-,デイリーヤマザキ国士舘大学店,山崎製パン株式会社,03-3413-2617,5世保生食ほ第844号,飲食店営業,令和5年10月1日,令和5年10月1日,令和12年9月30日
126,東京都世田谷区若林五丁目３番１０号,-,食事処「かどっこ」,***,-,3世保生食ほ第2237号,飲食店営業,令和4年4月1日,令和4年4月1日,令和10年3月31日
